search_event_id,search_role,stream,source_name,source_provider,search_type,query_family_id,protocol_categories,counterexample_focus,exact_query,filters,executed_at,timezone,result_count,result_count_status,captured_result_count,pagination_completeness_boundary,export_capture_method,source_url_or_endpoint,request_url,raw_payload_paths,raw_payload_sha256s,network_status,retrieval_error,peer_checker_id,assistance_mode,notes
P2E1B_OPENALEX_11,PILOT_SEARCH,SCHOLARLY_DISCOVERY,OpenAlex,OurResearch,MULTIDISCIPLINARY_SCHOLARLY_API,QF11_COUNTER_CLAIM_EVIDENCE,CAT_04|CAT_05|CAT_06|CAT_07,COUNTEREXAMPLE_CLAIM_EVIDENCE_BOUNDARY,"(""claim evidence"" OR ""claim-evidence"" OR ""evidence graph"" OR nanopublication OR argumentation) (biomedical OR scientific OR clinical) (causality OR interpretation OR provenance OR assertion OR knowledge)","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance_score:desc""}",2026-09-03T03:51:40Z,UTC,1195085,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_1195085_SORT_RELEVANCE;PAGE_1;PER_PAGE_30,OPENALEX_WORKS_API_JSON,https://api.openalex.org/works,https://api.openalex.org/works?search=%28%22claim+evidence%22+OR+%22claim-evidence%22+OR+%22evidence+graph%22+OR+nanopublication+OR+argumentation%29+%28biomedical+OR+scientific+OR+clinical%29+%28causality+OR+interpretation+OR+provenance+OR+assertion+OR+knowledge%29&filter=from_publication_date%3A2010-01-01%2Cto_publication_date%3A2026-09-03&per-page=30&page=1&sort=relevance_score%3Adesc,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_openalex_11_works.json,1b22fa2d15e48921b20a436a7d266d6428fd5b64e92656e0362531194d2e5bdd,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OPENALEX_12,PILOT_SEARCH,SCHOLARLY_DISCOVERY,OpenAlex,OurResearch,MULTIDISCIPLINARY_SCHOLARLY_API,QF12_CLAIM_BOUNDARY_VARIANTS,CAT_01|CAT_05|CAT_06,COUNTEREXAMPLE_CLAIM_EVIDENCE_BOUNDARY,"(""evidence interpretation"" OR ""evidence grading"" OR ""strength of evidence"" OR ""causal inference boundary"" OR ""association versus causality"" OR ""clinical translation"") (""drug target"" OR ""target evidence"" OR biomedical OR ""evidence synthesis"" OR ""knowledge graph"")","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance_score:desc""}",2026-09-03T04:14:26Z,UTC,70520,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_70520_SORT_RELEVANCE;PAGE_1;PER_PAGE_30,OPENALEX_WORKS_API_JSON,https://api.openalex.org/works,https://api.openalex.org/works?search=%28%22evidence+interpretation%22+OR+%22evidence+grading%22+OR+%22strength+of+evidence%22+OR+%22causal+inference+boundary%22+OR+%22association+versus+causality%22+OR+%22clinical+translation%22%29+%28%22drug+target%22+OR+%22target+evidence%22+OR+biomedical+OR+%22evidence+synthesis%22+OR+%22knowledge+graph%22%29&filter=from_publication_date%3A2010-01-01%2Cto_publication_date%3A2026-09-03&per-page=30&page=1&sort=relevance_score%3Adesc,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_openalex_12_works.json,9521a7c94f4fa3f5e8ab35bdb03e01d0966ef4e7117b057704a205c68ead0f2e,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OPENALEX_13,PILOT_SEARCH,SCHOLARLY_DISCOVERY,OpenAlex,OurResearch,MULTIDISCIPLINARY_SCHOLARLY_API,QF13_COUNTER_CONFLICT_PRESERVATION,CAT_05|CAT_06|CAT_03,COUNTEREXAMPLE_CONFLICT_PRESERVATION,"(""conflicting evidence"" OR ""conflict preservation"" OR ""contradictory evidence"" OR ""evidence conflict"") (""evidence synthesis"" OR ""evidence integration"" OR ""systematic review"" OR ""knowledge graph"") (representation OR model OR preservation OR reconciliation)","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance_score:desc""}",2026-09-03T04:16:32Z,UTC,24889,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_24889_SORT_RELEVANCE;PAGE_1;PER_PAGE_30,OPENALEX_WORKS_API_JSON,https://api.openalex.org/works,https://api.openalex.org/works?search=%28%22conflicting+evidence%22+OR+%22conflict+preservation%22+OR+%22contradictory+evidence%22+OR+%22evidence+conflict%22%29+%28%22evidence+synthesis%22+OR+%22evidence+integration%22+OR+%22systematic+review%22+OR+%22knowledge+graph%22%29+%28representation+OR+model+OR+preservation+OR+reconciliation%29&filter=from_publication_date%3A2010-01-01%2Cto_publication_date%3A2026-09-03&per-page=30&page=1&sort=relevance_score%3Adesc,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_openalex_13_works.json,cfc2b6e06645316b597a91dca9f427d287563c658fefa850adf2397f977afc9e,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OPENALEX_14,PILOT_SEARCH,SCHOLARLY_DISCOVERY,OpenAlex,OurResearch,MULTIDISCIPLINARY_SCHOLARLY_API,QF14_COUNTER_AI_GROUNDING,CAT_07|CAT_01,COUNTEREXAMPLE_AI_OUTPUT_SOURCE_GROUNDING,"((""artificial intelligence"" OR ""large language model"" OR ""AI-assisted"") (""target discovery"" OR ""target prioritization"" OR ""drug discovery"")) (grounding OR citation OR ""source attribution"" OR ""evidence link"" OR provenance OR traceability)","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance_score:desc""}",2026-09-03T04:17:02Z,UTC,16110,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_16110_SORT_RELEVANCE;PAGE_1;PER_PAGE_30,OPENALEX_WORKS_API_JSON,https://api.openalex.org/works,https://api.openalex.org/works?search=%28%28%22artificial+intelligence%22+OR+%22large+language+model%22+OR+%22AI-assisted%22%29+%28%22target+discovery%22+OR+%22target+prioritization%22+OR+%22drug+discovery%22%29%29+%28grounding+OR+citation+OR+%22source+attribution%22+OR+%22evidence+link%22+OR+provenance+OR+traceability%29&filter=from_publication_date%3A2010-01-01%2Cto_publication_date%3A2026-09-03&per-page=30&page=1&sort=relevance_score%3Adesc,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_openalex_14_works.json,e3cb50d8f468622e6b933b47d6e03a5503ecccdb6bd07ed7b604b674c56a0b5e,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OTDOC_01,PILOT_SEARCH,FIRST_PARTY_ORIENTATION,Open Targets Platform Documentation,Open Targets via GitHub,TARGETED_FIRST_PARTY_DOCUMENT_CAPTURE,OT_FIRST_PARTY_ORIENTATION,CAT_02|CAT_01,NOT_APPLICABLE,OFFICIAL_REPOSITORY_PATH::README.md@a919391c50ca40dc65b30b4a5a14cb275b54f8ad,"{""orientation_role"":""documentation_landing"",""repository_commit"":""a919391c50ca40dc65b30b4a5a14cb275b54f8ad""}",2026-09-03T03:51:44Z,UTC,1,ORIENTATION_MATERIAL_COUNT,1,ONE_EXACT_GIT_BLOB_AT_IMMUTABLE_COMMIT,GITHUB_GIT_BLOB_API_JSON_AT_IMMUTABLE_COMMIT,https://api.github.com/repos/opentargets/platform-docs/git/blobs/4d3bf5c2f5d821a5f6e32dab7e041f11f2b49fd4,https://api.github.com/repos/opentargets/platform-docs/git/blobs/4d3bf5c2f5d821a5f6e32dab7e041f11f2b49fd4,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_docs/README.md.github_blob.json,a2528f306f98805c6406cf78011e9e6c80e950af34f0dcf72995d13c77064186,SUCCESS_AFTER_GITHUB_BLOB_RETRY,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OTDOC_02,PILOT_SEARCH,FIRST_PARTY_ORIENTATION,Open Targets Platform Documentation,Open Targets via GitHub,TARGETED_FIRST_PARTY_DOCUMENT_CAPTURE,OT_FIRST_PARTY_ORIENTATION,CAT_02|CAT_01,NOT_APPLICABLE,OFFICIAL_REPOSITORY_PATH::getting-started.md@a919391c50ca40dc65b30b4a5a14cb275b54f8ad,"{""orientation_role"":""data_model_orientation"",""repository_commit"":""a919391c50ca40dc65b30b4a5a14cb275b54f8ad""}",2026-09-03T03:53:10Z,UTC,1,ORIENTATION_MATERIAL_COUNT,1,ONE_EXACT_GIT_BLOB_AT_IMMUTABLE_COMMIT,GITHUB_GIT_BLOB_API_JSON_AT_IMMUTABLE_COMMIT,https://api.github.com/repos/opentargets/platform-docs/git/blobs/37b619e509d7b09f9a7a01441727e9c8c44997d9,https://api.github.com/repos/opentargets/platform-docs/git/blobs/37b619e509d7b09f9a7a01441727e9c8c44997d9,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_docs/getting-started.md.github_blob.json,030ba68b462860ff56ce0ca3f7a0cdca2f6f07718a30562f0c108dcb061587c9,SUCCESS_AFTER_GITHUB_BLOB_RETRY,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OTDOC_03,PILOT_SEARCH,FIRST_PARTY_ORIENTATION,Open Targets Platform Documentation,Open Targets via GitHub,TARGETED_FIRST_PARTY_DOCUMENT_CAPTURE,OT_FIRST_PARTY_ORIENTATION,CAT_02|CAT_01,NOT_APPLICABLE,OFFICIAL_REPOSITORY_PATH::data-access/README.md@a919391c50ca40dc65b30b4a5a14cb275b54f8ad,"{""orientation_role"":""data_access_overview"",""repository_commit"":""a919391c50ca40dc65b30b4a5a14cb275b54f8ad""}",2026-09-03T03:54:59Z,UTC,1,ORIENTATION_MATERIAL_COUNT,1,ONE_EXACT_GIT_BLOB_AT_IMMUTABLE_COMMIT,GITHUB_GIT_BLOB_API_JSON_AT_IMMUTABLE_COMMIT,https://api.github.com/repos/opentargets/platform-docs/git/blobs/8b3b9e46d8549e554a084664d62e412f124c4b55,https://api.github.com/repos/opentargets/platform-docs/git/blobs/8b3b9e46d8549e554a084664d62e412f124c4b55,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_docs/data-access__README.md.github_blob.json,7f9584169c3046c3834e27a065fc31535a6f378536e40fcc74f48b385b09c37f,SUCCESS_AFTER_GITHUB_BLOB_RETRY,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OTDOC_04,PILOT_SEARCH,FIRST_PARTY_ORIENTATION,Open Targets Platform Documentation,Open Targets via GitHub,TARGETED_FIRST_PARTY_DOCUMENT_CAPTURE,OT_FIRST_PARTY_ORIENTATION,CAT_02|CAT_01,NOT_APPLICABLE,OFFICIAL_REPOSITORY_PATH::data-access/graphql-api.md@a919391c50ca40dc65b30b4a5a14cb275b54f8ad,"{""orientation_role"":""api_documentation"",""repository_commit"":""a919391c50ca40dc65b30b4a5a14cb275b54f8ad""}",2026-09-03T03:56:29Z,UTC,1,ORIENTATION_MATERIAL_COUNT,1,ONE_EXACT_GIT_BLOB_AT_IMMUTABLE_COMMIT,GITHUB_GIT_BLOB_API_JSON_AT_IMMUTABLE_COMMIT,https://api.github.com/repos/opentargets/platform-docs/git/blobs/8dde604723326730572d1b3f5491c14c9ef1d42c,https://api.github.com/repos/opentargets/platform-docs/git/blobs/8dde604723326730572d1b3f5491c14c9ef1d42c,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_docs/data-access__graphql-api.md.github_blob.json,5cc0776d71d6b461c73f2feb843a9f434ee89d3047bc953b0a663f540851b8a8,SUCCESS_AFTER_GITHUB_BLOB_RETRY,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OTDOC_05,PILOT_SEARCH,FIRST_PARTY_ORIENTATION,Open Targets Platform Documentation,Open Targets via GitHub,TARGETED_FIRST_PARTY_DOCUMENT_CAPTURE,OT_FIRST_PARTY_ORIENTATION,CAT_02|CAT_01,NOT_APPLICABLE,OFFICIAL_REPOSITORY_PATH::data-access/datasets.md@a919391c50ca40dc65b30b4a5a14cb275b54f8ad,"{""orientation_role"":""export_and_dataset_documentation"",""repository_commit"":""a919391c50ca40dc65b30b4a5a14cb275b54f8ad""}",2026-09-03T03:58:11Z,UTC,1,ORIENTATION_MATERIAL_COUNT,1,ONE_EXACT_GIT_BLOB_AT_IMMUTABLE_COMMIT,GITHUB_GIT_BLOB_API_JSON_AT_IMMUTABLE_COMMIT,https://api.github.com/repos/opentargets/platform-docs/git/blobs/20493f1244644b8516d1606c46996996c6f44770,https://api.github.com/repos/opentargets/platform-docs/git/blobs/20493f1244644b8516d1606c46996996c6f44770,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_docs/data-access__datasets.md.github_blob.json,6d8ef951bcab417db64974ddc5bd3755e33b959db4b619b53554b51110f8f193,SUCCESS_AFTER_GITHUB_BLOB_RETRY,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OTDOC_06,PILOT_SEARCH,FIRST_PARTY_ORIENTATION,Open Targets Platform Documentation,Open Targets via GitHub,TARGETED_FIRST_PARTY_DOCUMENT_CAPTURE,OT_FIRST_PARTY_ORIENTATION,CAT_02|CAT_01,NOT_APPLICABLE,OFFICIAL_REPOSITORY_PATH::evidence.md@a919391c50ca40dc65b30b4a5a14cb275b54f8ad,"{""orientation_role"":""evidence_documentation"",""repository_commit"":""a919391c50ca40dc65b30b4a5a14cb275b54f8ad""}",2026-09-03T03:59:42Z,UTC,1,ORIENTATION_MATERIAL_COUNT,1,ONE_EXACT_GIT_BLOB_AT_IMMUTABLE_COMMIT,GITHUB_GIT_BLOB_API_JSON_AT_IMMUTABLE_COMMIT,https://api.github.com/repos/opentargets/platform-docs/git/blobs/bb92fce7959731fb34b9b960d57efbc0ab500ccb,https://api.github.com/repos/opentargets/platform-docs/git/blobs/bb92fce7959731fb34b9b960d57efbc0ab500ccb,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_docs/evidence.md.github_blob.json,d94b7b5095a7727b44a8d2a5ee5c02e165cf547d5ea2aa6d9c6bd640bff7656c,SUCCESS_AFTER_GITHUB_BLOB_RETRY,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OTDOC_07,PILOT_SEARCH,FIRST_PARTY_ORIENTATION,Open Targets Platform Documentation,Open Targets via GitHub,TARGETED_FIRST_PARTY_DOCUMENT_CAPTURE,OT_FIRST_PARTY_ORIENTATION,CAT_02|CAT_01,NOT_APPLICABLE,OFFICIAL_REPOSITORY_PATH::associations.md@a919391c50ca40dc65b30b4a5a14cb275b54f8ad,"{""orientation_role"":""association_aggregation_scoring_documentation"",""repository_commit"":""a919391c50ca40dc65b30b4a5a14cb275b54f8ad""}",2026-09-03T04:01:28Z,UTC,1,ORIENTATION_MATERIAL_COUNT,1,ONE_EXACT_FILE_AT_IMMUTABLE_COMMIT,RAW_GITHUB_IMMUTABLE_COMMIT_FILE,https://raw.githubusercontent.com/opentargets/platform-docs/a919391c50ca40dc65b30b4a5a14cb275b54f8ad/associations.md,https://raw.githubusercontent.com/opentargets/platform-docs/a919391c50ca40dc65b30b4a5a14cb275b54f8ad/associations.md,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_docs/associations.md,ddbc478b18256ef4aab46538af0bfc05f386313945cb7bd21ace5b50f1071798,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OTDOC_08,PILOT_SEARCH,FIRST_PARTY_ORIENTATION,Open Targets Platform Documentation,Open Targets via GitHub,TARGETED_FIRST_PARTY_DOCUMENT_CAPTURE,OT_FIRST_PARTY_ORIENTATION,CAT_02|CAT_01,NOT_APPLICABLE,OFFICIAL_REPOSITORY_PATH::release-notes.md@a919391c50ca40dc65b30b4a5a14cb275b54f8ad,"{""orientation_role"":""release_version_information"",""repository_commit"":""a919391c50ca40dc65b30b4a5a14cb275b54f8ad""}",2026-09-03T04:01:51Z,UTC,1,ORIENTATION_MATERIAL_COUNT,1,ONE_EXACT_GIT_BLOB_AT_IMMUTABLE_COMMIT,GITHUB_GIT_BLOB_API_JSON_AT_IMMUTABLE_COMMIT,https://api.github.com/repos/opentargets/platform-docs/git/blobs/7a423117782a800351203db62923805795bbe73a,https://api.github.com/repos/opentargets/platform-docs/git/blobs/7a423117782a800351203db62923805795bbe73a,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_docs/release-notes.md.github_blob.json,585df247c9b95e70446004605bb08a6aa86dc36b8154606f774bfc336d6f5b2e,SUCCESS_AFTER_GITHUB_BLOB_RETRY,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OTDOC_09,PILOT_SEARCH,FIRST_PARTY_ORIENTATION,Open Targets Platform Documentation,Open Targets via GitHub,TARGETED_FIRST_PARTY_DOCUMENT_CAPTURE,OT_FIRST_PARTY_ORIENTATION,CAT_02|CAT_01,NOT_APPLICABLE,OFFICIAL_REPOSITORY_PATH::citation.md@a919391c50ca40dc65b30b4a5a14cb275b54f8ad,"{""orientation_role"":""primary_platform_publications"",""repository_commit"":""a919391c50ca40dc65b30b4a5a14cb275b54f8ad""}",2026-09-03T04:03:42Z,UTC,1,ORIENTATION_MATERIAL_COUNT,1,ONE_EXACT_FILE_AT_IMMUTABLE_COMMIT,RAW_GITHUB_IMMUTABLE_COMMIT_FILE,https://raw.githubusercontent.com/opentargets/platform-docs/a919391c50ca40dc65b30b4a5a14cb275b54f8ad/citation.md,https://raw.githubusercontent.com/opentargets/platform-docs/a919391c50ca40dc65b30b4a5a14cb275b54f8ad/citation.md,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_docs/citation.md,76fd83cbf64873fa6a113507af4df78cb87b8ab43f9c985fadac03ee8a2fd225,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OTDOC_10,PILOT_SEARCH,FIRST_PARTY_ORIENTATION,Open Targets Platform Documentation,Open Targets via GitHub,TARGETED_FIRST_PARTY_DOCUMENT_CAPTURE,OT_FIRST_PARTY_ORIENTATION,CAT_02|CAT_01,NOT_APPLICABLE,OFFICIAL_REPOSITORY_PATH::web-interface/evidence-pages.md@a919391c50ca40dc65b30b4a5a14cb275b54f8ad,"{""orientation_role"":""evidence_user_interface_surface"",""repository_commit"":""a919391c50ca40dc65b30b4a5a14cb275b54f8ad""}",2026-09-03T04:04:05Z,UTC,1,ORIENTATION_MATERIAL_COUNT,1,ONE_EXACT_GIT_BLOB_AT_IMMUTABLE_COMMIT,GITHUB_GIT_BLOB_API_JSON_AT_IMMUTABLE_COMMIT,https://api.github.com/repos/opentargets/platform-docs/git/blobs/bd8dfd7bc80d365c537feffd2426d4a2c9425d32,https://api.github.com/repos/opentargets/platform-docs/git/blobs/bd8dfd7bc80d365c537feffd2426d4a2c9425d32,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_docs/web-interface__evidence-pages.md.github_blob.json,b6601fc0a7a023ff9fc7272bede488ce80f499be3e80c3cd3d4edc38bb8f816b,SUCCESS_AFTER_GITHUB_BLOB_RETRY,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OTDOC_11,PILOT_SEARCH,FIRST_PARTY_ORIENTATION,Open Targets Platform Documentation,Open Targets via GitHub,TARGETED_FIRST_PARTY_DOCUMENT_CAPTURE,OT_FIRST_PARTY_ORIENTATION,CAT_02|CAT_01,NOT_APPLICABLE,OFFICIAL_REPOSITORY_PATH::web-interface/associations-on-the-fly.md@a919391c50ca40dc65b30b4a5a14cb275b54f8ad,"{""orientation_role"":""target_synthesis_user_interface_surface"",""repository_commit"":""a919391c50ca40dc65b30b4a5a14cb275b54f8ad""}",2026-09-03T04:05:53Z,UTC,1,ORIENTATION_MATERIAL_COUNT,1,ONE_EXACT_GIT_BLOB_AT_IMMUTABLE_COMMIT,GITHUB_GIT_BLOB_API_JSON_AT_IMMUTABLE_COMMIT,https://api.github.com/repos/opentargets/platform-docs/git/blobs/2582e3ee3aa3da7c09fd4a36c193cf49a247b6cd,https://api.github.com/repos/opentargets/platform-docs/git/blobs/2582e3ee3aa3da7c09fd4a36c193cf49a247b6cd,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_docs/web-interface__associations-on-the-fly.md.github_blob.json,b84f5532feb461480f4a5787cbd6721da9e419a76d7a226cb095615577234d92,SUCCESS_AFTER_GITHUB_BLOB_RETRY,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_OT_ORIENTATION_REPOSITORY,PILOT_SEARCH,FIRST_PARTY_ORIENTATION,Open Targets Platform Documentation,Open Targets via GitHub,TARGETED_FIRST_PARTY_REPOSITORY_ORIENTATION,OT_FIRST_PARTY_ORIENTATION,CAT_02|CAT_01,NOT_APPLICABLE,Resolve the current official opentargets/platform-docs main commit and documentation tree,"{""ref"":""main"",""repository"":""opentargets/platform-docs""}",2026-09-03T03:51:43Z,UTC,2,ORIENTATION_MATERIAL_COUNT,2,OFFICIAL_REPOSITORY_COMMIT_AND_FULL_RECURSIVE_TREE,GITHUB_REPOSITORY_API_JSON_AND_RAW_IMMUTABLE_COMMIT_FILES,https://api.github.com/repos/opentargets/platform-docs/commits/main,https://api.github.com/repos/opentargets/platform-docs/commits/main,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_platform_docs_commit_main.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/open_targets_platform_docs_tree_a919391c50ca.json,94d6acd76a532faf20f43902addeec31e36de4e39fef311d6a0037c50717efdd|4f63d4ea51ffc54bda06a27b1756754894851869e1e9a96135cbe767b8139f35,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_PUBMED_01,PILOT_SEARCH,SCHOLARLY_DISCOVERY,PubMed,NCBI,BIOMEDICAL_BIBLIOGRAPHIC_API,QF01_TARGET_INTEGRATION,CAT_01,NOT_APPLICABLE,"(((""drug target""[Title/Abstract] OR ""therapeutic target""[Title/Abstract] OR ""target prioritization""[Title/Abstract] OR ""target prioritisation""[Title/Abstract]) AND (""evidence integration""[Title/Abstract] OR ""heterogeneous evidence""[Title/Abstract] OR ""data integration""[Title/Abstract] OR ""multi-omics""[Title/Abstract] OR ""evidence framework""[Title/Abstract]))) AND (""2010-01-01""[Date - Publication] : ""2026-09-03""[Date - Publication])","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance""}",2026-09-03T03:50:30Z,UTC,1621,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_1621_SORT_RELEVANCE;RETSTART_0;RETMAX_30,NCBI_ESEARCH_JSON_PLUS_ESUMMARY_JSON,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%28%28%22drug+target%22%5BTitle%2FAbstract%5D+OR+%22therapeutic+target%22%5BTitle%2FAbstract%5D+OR+%22target+prioritization%22%5BTitle%2FAbstract%5D+OR+%22target+prioritisation%22%5BTitle%2FAbstract%5D%29+AND+%28%22evidence+integration%22%5BTitle%2FAbstract%5D+OR+%22heterogeneous+evidence%22%5BTitle%2FAbstract%5D+OR+%22data+integration%22%5BTitle%2FAbstract%5D+OR+%22multi-omics%22%5BTitle%2FAbstract%5D+OR+%22evidence+framework%22%5BTitle%2FAbstract%5D%29%29%29+AND+%28%222010-01-01%22%5BDate+-+Publication%5D+%3A+%222026-09-03%22%5BDate+-+Publication%5D%29&retmode=json&retmax=30&sort=relevance,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_01_esearch_retry.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_01_esummary_retry.json,e22e1433dac044c63d428e8851542fb865c43223f653223325a13486ae35ba41|eb2726df790f6bc51020e2559f5d458b48908fc954e1dd4f551d670546b0eb76,SUCCESS_AFTER_EXACT_QUERY_RETRY,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_PUBMED_02,PILOT_SEARCH,SCHOLARLY_DISCOVERY,PubMed,NCBI,BIOMEDICAL_BIBLIOGRAPHIC_API,QF02_OPEN_TARGETS,CAT_02|CAT_01,NOT_APPLICABLE,"((""Open Targets Platform""[Title/Abstract] OR ""Open Targets Genetics""[Title/Abstract] OR ""Open Targets""[Corporate Author])) AND (""2010-01-01""[Date - Publication] : ""2026-09-03""[Date - Publication])","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance""}",2026-09-03T03:50:37Z,UTC,68,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_68_SORT_RELEVANCE;RETSTART_0;RETMAX_30,NCBI_ESEARCH_JSON_PLUS_ESUMMARY_JSON,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%28%22Open+Targets+Platform%22%5BTitle%2FAbstract%5D+OR+%22Open+Targets+Genetics%22%5BTitle%2FAbstract%5D+OR+%22Open+Targets%22%5BCorporate+Author%5D%29%29+AND+%28%222010-01-01%22%5BDate+-+Publication%5D+%3A+%222026-09-03%22%5BDate+-+Publication%5D%29&retmode=json&retmax=30&sort=relevance,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_02_esearch.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_02_esummary.json,91a77485460448ed96947030e338b3052a4258093477971186965cb9bb5ffed0|5191b1b3268bf2af3575eac443afc80be331bbb340f12305027bf8613a09252e,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
